"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"46aaf5a3-4fed-4c19-b95b-a59cd9515cc6","Darlington","char-offset:204136","PLACE","http://sws.geonames.org/2073139","Darlington","-35.03333","138.56667","","UNVERIFIED","",""
"4187c21e-0703-4865-b50e-0de0dc020c02","Darlington","char-offset:204255","PLACE","http://sws.geonames.org/2073139","Darlington","-35.03333","138.56667","","UNVERIFIED","",""
"6725f343-f665-46ec-aa8a-3d5eaa37dd6f","Darlington","char-offset:204404","PLACE","http://sws.geonames.org/2073139","Darlington","-35.03333","138.56667","","UNVERIFIED","",""
"013c404a-4a27-4f44-8c38-e306fb52805c","London","char-offset:204548","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"830ef333-e8ff-4754-961d-dbb1e2918d0a","London","char-offset:204862","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"ebd1abe7-d422-4614-a290-9e3a5db4bc20","London","char-offset:205120","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"ea652dd9-9b24-41e5-aed9-e3dd3214d9ab","Darlington","char-offset:205514","PLACE","http://sws.geonames.org/2073139","Darlington","-35.03333","138.56667","","UNVERIFIED","",""
"41a21955-0ca8-447a-9644-23434c86b7ae","Darlington","char-offset:205818","PLACE","http://sws.geonames.org/2073139","Darlington","-35.03333","138.56667","","UNVERIFIED","",""
"cdaaf82c-434f-4e16-b9b3-e0dfb494f605","Darlington","char-offset:206031","PLACE","http://sws.geonames.org/2073139","Darlington","-35.03333","138.56667","","UNVERIFIED","",""
"106f719f-2bdd-4975-ac3d-6a5de553c314","Scotland","char-offset:206459","PLACE","http://sws.geonames.org/2638360","Scotland","","","","UNVERIFIED","",""
"2f002bfa-ef96-444b-ab11-b2ba9cc0cdb6","Rome","char-offset:206512","PLACE","http://pleiades.stoa.org/places/423025","Roma|Roma, Roma|Rome","41.89262","12.4843457","settlement,urban","UNVERIFIED","",""
"39b71824-be2a-4148-938e-63c0b8cf4b29","Pall Mall Gazette","char-offset:206620","PLACE","","","","","","UNVERIFIED","",""
"0487e479-0575-4ba3-80f1-247374312449","Pall Mall","char-offset:206824","PLACE","","","","","","UNVERIFIED","",""
"73ca53e3-c740-430a-a2fc-f2b94e1c40a0","Pall Mall","char-offset:206968","PLACE","","","","","","UNVERIFIED","",""
"50d6f40b-c09d-418a-808d-bb04c217373a","Darlington","char-offset:207275","PLACE","http://sws.geonames.org/2073139","Darlington","-35.03333","138.56667","","UNVERIFIED","",""
"1fce12d7-40dd-4d64-8468-b967aa5e436e","Pall Mall Gazette","char-offset:207683","PLACE","","","","","","UNVERIFIED","",""
"938ce937-8d49-4f7f-ad0d-f8f10e930b32","Solent","char-offset:208324","PLACE","http://sws.geonames.org/2644680","Lee-on-the-Solent","50.80169","-1.20174","","UNVERIFIED","",""
"aa02c146-02bf-4069-8eab-cbf53a873dba","St. Catherine 's Point","char-offset:208415","PLACE","","","","","","UNVERIFIED","",""
"620efdbb-8e8c-43a6-8793-ceeb3dc33dfa","Pall Mall Gazette","char-offset:208829","PLACE","","","","","","UNVERIFIED","",""
"8c25889d-ca3a-498b-9d95-b262f18b7cf5","Darlington","char-offset:209707","PLACE","http://sws.geonames.org/2073139","Darlington","-35.03333","138.56667","","UNVERIFIED","",""
"b1211b33-70a2-4a2f-9a6e-42d9a6b6a352","Pall Mall Gazette","char-offset:209791","PLACE","","","","","","UNVERIFIED","",""
"15d737ce-d912-48de-8aae-789ab04d7d6e","London","char-offset:210280","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"660c323f-12ba-4ca3-80f0-7b475cd85ac0","Pall Mall Gazette","char-offset:210439","PLACE","","","","","","UNVERIFIED","",""
"9d27a155-c5ef-4f23-904a-b77a1f9f58dd","Pall Mall Gazette","char-offset:210839","PLACE","","","","","","UNVERIFIED","",""
"e8cb0cad-9125-47cc-bb8f-9d2b0bc8302e","Pall Mall Gazette","char-offset:211115","PLACE","","","","","","UNVERIFIED","",""
"a01a4f65-fedd-47e5-9e28-3ec642562022","Pall Mall Gazette","char-offset:212654","PLACE","","","","","","UNVERIFIED","",""
"b75c1e7d-9ebd-414f-9bf7-8bb9b3e28286","Pall Mall Gazette","char-offset:213051","PLACE","","","","","","UNVERIFIED","",""
"1324500e-9c29-4c86-bc95-1da8270a1fa5","Newcastle-on-Tyne","char-offset:214046","PLACE","http://sws.geonames.org/2641673","Newcastle upon Tyne","54.97328","-1.61396","","UNVERIFIED","",""
"f0c5e9e5-6db7-43e9-8cd1-6d2d8a694606","Northumberland Street","char-offset:214103","PLACE","","","","","","UNVERIFIED","",""
"76b4f08d-b2c6-47ff-b017-72f1955198a6","Northumberland Street","char-offset:215811","PLACE","","","","","","UNVERIFIED","",""
"4f572929-630a-422b-a093-6485b472f088","Old Bailey","char-offset:216142","PLACE","","","","","","UNVERIFIED","",""
"05817e05-82fc-4225-8fef-bede4e648658","Coldbath-on-the-Fields Prison","char-offset:220015","PLACE","","","","","","UNVERIFIED","",""
"937e5580-8602-4177-8287-4e88a786ddef","Glasgow","char-offset:222938","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"22f20138-d5c8-44d6-8b5c-6b65d5009dbd","Glasgow","char-offset:223098","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"8d5433e6-f280-46f2-9807-60522fae160f","Edinburgh","char-offset:224220","PLACE","http://sws.geonames.org/2650225","Edinburgh","55.95206","-3.19648","","UNVERIFIED","",""
"3b519d31-d92c-4c29-b936-dc8a0c64d2da","Edinburgh","char-offset:225173","PLACE","http://sws.geonames.org/2650225","Edinburgh","55.95206","-3.19648","","UNVERIFIED","",""
"26ad7907-0bef-4105-932e-47fb5a1ea742","India","char-offset:226482","PLACE","http://pleiades.stoa.org/places/50004","India","22.5","77.5","region","UNVERIFIED","",""
"d144a4b3-03b6-43e8-8400-cf1eb24f00d1","Lucknow","char-offset:226698","PLACE","http://sws.geonames.org/1264733","Lucknow","26.83928","80.92313","","UNVERIFIED","",""
"d72a7ee9-7589-4821-a61c-d5aede477801","England","char-offset:227040","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"49e65787-06a6-4f16-a00e-4e3c89b34b48","Lucknow","char-offset:227374","PLACE","http://sws.geonames.org/1264733","Lucknow","26.83928","80.92313","","UNVERIFIED","",""
"6ca3250e-4691-428d-a0f1-36f205bbeb1e","Shipley","char-offset:229075","PLACE","http://sws.geonames.org/2637958","Shipley","53.83333","-1.76667","","UNVERIFIED","",""
"1130fc15-6fb6-4819-99bb-5fa535610204","Bradford","char-offset:229089","PLACE","http://sws.geonames.org/2654993","Bradford","53.79391","-1.75206","","UNVERIFIED","",""
"bc79fc52-113e-40b6-8bf9-7f8ce582054e","Bradford Infirmary","char-offset:230651","PLACE","","","","","","UNVERIFIED","",""
"ea2f156c-4d81-474c-ae35-56c364e17cf2","Grosvenor Road","char-offset:230968","PLACE","","","","","","UNVERIFIED","",""
"9214c705-a491-4a3c-adc8-2ccd8ae04ccd","Persian Empire","char-offset:231412","PLACE","http://pleiades.stoa.org/places/550701","Lydia/Maionia","38.624771249999995","27.9632845","region","UNVERIFIED","",""
"a4a370b9-bc11-432d-9dab-93afefdd2d37","Adelaide","char-offset:231440","PLACE","http://sws.geonames.org/1023656","Adelaide","-32.70747","26.29564","","UNVERIFIED","",""
"27641ec1-89e5-41f8-b90d-1bc1fda49b2e","London","char-offset:231453","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"55385a3c-dc1a-409e-aed9-e2d206bc8f79","Cape Horn","char-offset:231589","PLACE","","","","","","UNVERIFIED","",""
"57f3386d-0520-40ea-b024-aee3266425f4","Cape Horn","char-offset:232032","PLACE","","","","","","UNVERIFIED","",""
"9d69f8f7-70c0-44d4-bb8a-1189819038f5","Adelaide","char-offset:233205","PLACE","http://sws.geonames.org/1023656","Adelaide","-32.70747","26.29564","","UNVERIFIED","",""
"9c96475b-7c9d-4171-b18b-c51b215ca153","Damascus","char-offset:233617","PLACE","http://sws.geonames.org/170654","Damascus","33.5102","36.29128","","UNVERIFIED","",""
"d89275cb-b2e9-4eee-9d85-54c8d495b53d","Angel of Death","char-offset:233667","PLACE","","","","","","UNVERIFIED","",""
"5b043e1c-1faf-414c-98fe-c3b06a893442","Damascus","char-offset:233786","PLACE","http://sws.geonames.org/170654","Damascus","33.5102","36.29128","","UNVERIFIED","",""
"43fcc79d-af18-4858-b305-344e912ba7a0","Jerusalem","char-offset:233824","PLACE","http://sws.geonames.org/293198","Jerusalem","31.74321305841924","35.0043676975945","","UNVERIFIED","",""
"90d973d4-0346-4aad-8b13-e13124b7d139","Manse of Nether Lochaber","char-offset:234197","PLACE","","","","","","UNVERIFIED","",""
"880a8f68-403b-4b63-abd5-9c2649223d1c","Manchester","char-offset:234293","PLACE","http://sws.geonames.org/2643123","Manchester","53.48095","-2.23743","","UNVERIFIED","",""
"a95de46e-70e9-494b-a2cb-2f081862012b","Liverpool","char-offset:234383","PLACE","http://sws.geonames.org/2159851","Liverpool","-33.9","150.93333","","UNVERIFIED","",""
"fb0c659b-145f-462d-a405-31ecdee9e56d","Philadelphia","char-offset:234397","PLACE","http://sws.geonames.org/4560349","Philadelphia","39.95233","-75.16379","","UNVERIFIED","",""
"7a62bf18-fc80-435d-aa89-5b88a384ba98","Lochaber","char-offset:234486","PLACE","","","","","","UNVERIFIED","",""
"99374d57-8377-469e-ad89-c0b9adb23906","West Highlands","char-offset:234670","PLACE","","","","","","UNVERIFIED","",""
"4b25be2d-64b6-4e8d-b019-e8bf563b1c95","Manchester","char-offset:234842","PLACE","http://sws.geonames.org/2643123","Manchester","53.48095","-2.23743","","UNVERIFIED","",""
"3ddbccb2-0271-4c80-9ae3-de3d6288a4d7","Manchester","char-offset:235109","PLACE","http://sws.geonames.org/2643123","Manchester","53.48095","-2.23743","","UNVERIFIED","",""
"b66d53b6-1447-4628-8065-93c2f7a50cba","Liverpool","char-offset:235124","PLACE","http://sws.geonames.org/2159851","Liverpool","-33.9","150.93333","","UNVERIFIED","",""
"23f162f0-a4c2-443c-8345-684a50c3e1f3","Glasgow","char-offset:235280","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"8a2d241b-c65c-4b6a-9d0b-9f70adf82bc6","Lochaber","char-offset:235436","PLACE","","","","","","UNVERIFIED","",""
"bb9805a3-67c1-4ad7-b68d-86dfcadfde9b","Philadelphia","char-offset:235977","PLACE","http://sws.geonames.org/4560349","Philadelphia","39.95233","-75.16379","","UNVERIFIED","",""
"0fc93bd3-0773-40bb-bc22-abe8bf7dd74e","Manse","char-offset:236401","PLACE","","","","","","UNVERIFIED","",""
"b8931954-aa17-4b9d-be5b-0624386e8240","Manchester","char-offset:236744","PLACE","http://sws.geonames.org/2643123","Manchester","53.48095","-2.23743","","UNVERIFIED","",""
"d328a7f4-2405-45fe-a40c-bf478af6a80c","Glasgow","char-offset:236820","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"12bfb8cc-e27f-439c-97f9-7c6a81bf8936","Glasgow","char-offset:236897","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"0dfb6123-5ad5-4c58-be4c-95c352b5d477","Glasgow","char-offset:238343","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"6af0cb8b-b1ed-4b90-94b1-defcdf4c9b35","Glasgow","char-offset:238657","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"c5c85c79-5367-4a17-9730-a733bdd56b29","Philadelphia","char-offset:238774","PLACE","http://sws.geonames.org/4560349","Philadelphia","39.95233","-75.16379","","UNVERIFIED","",""
"9dbab8df-a0db-4635-be1e-56389862e6a4","Philadelphia","char-offset:239010","PLACE","http://sws.geonames.org/4560349","Philadelphia","39.95233","-75.16379","","UNVERIFIED","",""
"a5853475-b793-4f20-a56a-1ab17bb41efd","Glasgow","char-offset:239745","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"d5aaace9-708d-45b2-9da0-f8f2f2a38b5f","Glasgow","char-offset:240322","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"d2533e92-553b-4bc7-85e3-7e8da1f1e615","Australia","char-offset:240383","PLACE","http://sws.geonames.org/2077456","Australia","-25.736503338149504","134.48623001282735","","UNVERIFIED","",""
"b9d1d0f9-2fdb-4166-a3fc-2ea3f03121ac","Uist","char-offset:241031","PLACE","http://sws.geonames.org/8299850","Isle of South Uist","57.24562","-7.33337","","UNVERIFIED","",""
"a57f656f-7cf6-409a-81f9-abcb513e9f43","Portroch","char-offset:241489","PLACE","","","","","","UNVERIFIED","",""
"c607f11d-57a6-46f4-b462-d5fa47728364","Taybridge","char-offset:241726","PLACE","","","","","","UNVERIFIED","",""
"eefb16d0-fe3e-46e6-81ba-e9751183f73e","Altanlarich","char-offset:242011","PLACE","","","","","","UNVERIFIED","",""
"b244d2fc-b45c-4fe0-be7f-7efb52f96972","Hieland","char-offset:244418","PLACE","","","","","","UNVERIFIED","",""
"5ae7c72f-e49c-490a-b7b2-e2e9fa50fbe7","Ryedale Terrace","char-offset:247535","PLACE","","","","","","UNVERIFIED","",""
"aa86cdf2-8b24-4d4e-b39b-eeb451af186a","Maxwelltown","char-offset:247552","PLACE","","","","","","UNVERIFIED","",""
"f5b9456b-1f4b-4010-8558-9cb4226aa526","Dumfries","char-offset:247565","PLACE","http://sws.geonames.org/4756643","Dumfries","38.56762","-77.32804","","UNVERIFIED","",""
"deef4390-9111-4600-a11e-f27af1ca7d47","Malton","char-offset:251960","PLACE","http://sws.geonames.org/2643142","Malton","54.13695","-0.7996","","UNVERIFIED","",""
"7f3daa1b-1024-4052-b0bc-12aa611977bc","Glasgow","char-offset:253514","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"1fbca2e6-23ac-422d-b454-9e8048099c40","Glasgow","char-offset:253757","PLACE","http://sws.geonames.org/2648579","Glasgow","55.86515","-4.25763","","UNVERIFIED","",""
"3dd72f48-baf6-44be-ae29-1d2448561e1a","Scotland","char-offset:253890","PLACE","http://sws.geonames.org/2638360","Scotland","","","","UNVERIFIED","",""
"5b440b55-76b8-4260-91f4-a89324db60f1","Scotland","char-offset:254074","PLACE","http://sws.geonames.org/2638360","Scotland","","","","UNVERIFIED","",""
"50cc695d-31d1-46c7-b695-61b4279d995f","North Hanover Street","char-offset:254366","PLACE","","","","","","UNVERIFIED","",""
"afe7ea5c-e60f-43a7-8512-bd049bbb9487","Oxford Street","char-offset:255524","PLACE","","","","","","UNVERIFIED","",""
"42134645-e7fe-474e-b03c-f341c7d806c8","Liverpool","char-offset:256283","PLACE","http://sws.geonames.org/2159851","Liverpool","-33.9","150.93333","","UNVERIFIED","",""
"cf23cce3-3959-4ead-bbae-a557ff60e113","London","char-offset:256306","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"89f3d253-5ae9-495c-a78b-ce14b512eb9e","Aycliffe","char-offset:256564","PLACE","http://sws.geonames.org/2641555","Newton Aycliffe","54.61842","-1.5719","","UNVERIFIED","",""
"11ce43bb-bc65-47b6-9e02-351efee65c34","West Hartlepool","char-offset:258217","PLACE","","","","","","UNVERIFIED","",""
"fca7b1bc-1798-4181-8842-1bfe36775c16","Walton Gaol","char-offset:259101","PLACE","","","","","","UNVERIFIED","",""
"50f132c4-82d4-4a6b-a3f6-e8b56bba1146","Liverpool","char-offset:259119","PLACE","http://sws.geonames.org/2159851","Liverpool","-33.9","150.93333","","UNVERIFIED","",""
"a57d003d-3131-4090-8867-c0ea7e171e01","Cheltenham","char-offset:259298","PLACE","http://sws.geonames.org/2074526","Cheltenham","-34.86667","138.51667","","UNVERIFIED","",""
"c1d33e53-8cfe-47c1-9082-0a58c27b7ae2","Euclid","char-offset:259990","PLACE","http://sws.geonames.org/5153420","Euclid","41.5931","-81.52679","","UNVERIFIED","",""
"8068f20a-4d0a-4a78-b3c0-b790fbe22543","Dalston","char-offset:261721","PLACE","","","","","","UNVERIFIED","",""
"dad24658-2335-4a87-9bd3-e0ae618be652","Wigan","char-offset:261870","PLACE","http://sws.geonames.org/2633948","Wigan","53.53333","-2.61667","","UNVERIFIED","",""
"bae35cde-1426-4a05-9d42-43a2a2409b7c","Wellington Avenue","char-offset:262330","PLACE","","","","","","UNVERIFIED","",""
"575346fe-08e5-4b4b-9885-d9115749f95f","Preston","char-offset:262796","PLACE","http://dare.ht.lu.se/places/26027","Preston","50.643223","-2.421539","","UNVERIFIED","",""
"4654bdbd-06f1-48c2-b7d3-382bca4c3ed9","London","char-offset:263714","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"7bed7942-e5ec-4898-b2d4-fb36fc8cdf55","Blurton Road","char-offset:264924","PLACE","","","","","","UNVERIFIED","",""
"49e42a0b-8cfc-4da1-8eeb-addce1eabca9","England","char-offset:266965","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"95104eda-f629-4b01-97cb-3ec75fb5642c","Holland Road","char-offset:267605","PLACE","","","","","","UNVERIFIED","",""
"86a230cf-4a46-4181-8bf8-df716ee4e17c","Kensington","char-offset:267619","PLACE","http://sws.geonames.org/2161608","Kensington","-33.92019","151.22241","","UNVERIFIED","",""
"42b511dc-f2d3-4e95-8d22-6b40ccf9dab5","Mortlake","char-offset:267669","PLACE","","","","","","UNVERIFIED","",""
"bb560768-4201-4b3b-a182-3e1154d26f40","Roehampton","char-offset:267681","PLACE","","","","","","UNVERIFIED","",""
"27e9193c-ce63-4139-a3b2-7749863420ed","Mortlake","char-offset:267811","PLACE","","","","","","UNVERIFIED","",""
"831b2de1-d11a-40f1-952a-6de74f3a33d9","Chicago","char-offset:268580","PLACE","http://sws.geonames.org/4887398","Chicago","41.85003","-87.65005","","UNVERIFIED","",""
"c3ea1540-a8d7-44a9-bcda-0488289625e6","Calphurnia","char-offset:270844","PLACE","","","","","","UNVERIFIED","",""
"ef98f814-8405-425e-b29e-693ca029db15","London","char-offset:271970","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"c9df6b53-3f06-40c1-8bf6-2403120ccfd1","Hampton Court","char-offset:272888","PLACE","http://sws.geonames.org/4580983","Hampton","32.87794","-81.12761","","UNVERIFIED","",""
"82e8cfe0-e52d-43c7-a269-307b7f1b194a","London","char-offset:273072","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"fa4b8bb0-6b41-4314-b287-c6e2ea9beeef","Borodino","char-offset:273650","PLACE","http://sws.geonames.org/1508943","Borodino","55.9061","94.9079","","UNVERIFIED","",""
"d93890b7-86dd-4cf7-a380-d5b3b3b8d2f0","Borodino","char-offset:273850","PLACE","http://sws.geonames.org/1508943","Borodino","55.9061","94.9079","","UNVERIFIED","",""
"f57fdb0c-183d-4d7c-bf21-b1678fb4d9e1","Russia","char-offset:274022","PLACE","http://sws.geonames.org/2017370","Russia","61.982679896951","96.72826321601113","","UNVERIFIED","",""
"51983739-45df-40d1-a4be-6d0d8f6f225a","Moscow","char-offset:274083","PLACE","http://sws.geonames.org/524894","Moscow","55.497597604986886","37.36093134842519","","UNVERIFIED","",""
"9ccc2e2a-6cf6-4c6c-9dbb-fa5887005f34","Borodino","char-offset:274105","PLACE","http://sws.geonames.org/1508943","Borodino","55.9061","94.9079","","UNVERIFIED","",""
"c04e9e43-c51a-42f8-87f5-68e9541e2325","Pall Mall","char-offset:274640","PLACE","","","","","","UNVERIFIED","",""
"f5b18821-ecf1-43d3-90c8-168038b19282","Frankfort","char-offset:275337","PLACE","http://sws.geonames.org/4292188","Frankfort","38.20091","-84.87328","","UNVERIFIED","",""
"055e044a-aec2-442f-8a28-f89d653e16f4","Portsmouth","char-offset:280543","PLACE","http://sws.geonames.org/5091383","Portsmouth","43.07176","-70.76255","","UNVERIFIED","",""
"c1321025-4b5f-48f1-8356-87357501d90d","Southport","char-offset:284084","PLACE","http://sws.geonames.org/2148928","Southport","-27.96724","153.39796","","UNVERIFIED","",""
"00c7c8de-21ab-470f-b966-f829b59a625e","Beckenham","char-offset:284515","PLACE","http://sws.geonames.org/2656065","Beckenham","51.40878","-0.02526","","UNVERIFIED","",""
"a24d26d1-f18f-4823-9b68-d6da1ade8fdd","Essex","char-offset:284572","PLACE","http://sws.geonames.org/4354428","Essex","39.30927","-76.47496","","UNVERIFIED","",""
"8a927446-7f4a-45a0-b7f6-9409b9cc1b3b","Belsize Park Gardens","char-offset:286129","PLACE","","","","","","UNVERIFIED","",""
"d648bf7d-2393-452b-a941-801fe27b1409","Slindon","char-offset:287592","PLACE","","","","","","UNVERIFIED","",""
"f632e235-d535-4876-98a0-75f419e265b0","Sussex","char-offset:287604","PLACE","http://sws.geonames.org/4788444","Sussex","36.91515","-77.27914","","UNVERIFIED","",""
"d9d4e423-70a1-4bfa-ad49-58d17bfe5c60","Dublin","char-offset:287984","PLACE","http://sws.geonames.org/2964574","Dublin","53.33306","-6.24889","","UNVERIFIED","",""
"2b401534-7054-4468-a05f-90fd8576ceef","England","char-offset:291474","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"8994a36e-5e9b-438d-a2ff-766ace5a90d7","Dublin","char-offset:291641","PLACE","http://sws.geonames.org/2964574","Dublin","53.33306","-6.24889","","UNVERIFIED","",""
"3e325b22-19c6-4e56-a4d9-88046586e0a4","Dublin","char-offset:294355","PLACE","http://sws.geonames.org/2964574","Dublin","53.33306","-6.24889","","UNVERIFIED","",""
"fe567d22-c9f1-42ca-b830-49ff120a7257","Scotland","char-offset:294486","PLACE","http://sws.geonames.org/2638360","Scotland","","","","UNVERIFIED","",""
"773f4445-87fd-471c-b103-b43ea741d469","Forth Bridge","char-offset:294743","PLACE","","","","","","UNVERIFIED","",""
"8faddd13-86b8-4989-bbfc-13b10410aee5","Edinburgh","char-offset:294775","PLACE","http://sws.geonames.org/2650225","Edinburgh","55.95206","-3.19648","","UNVERIFIED","",""
"83d14165-d0e7-4f34-8956-933c1e7e5abe","Edinburgh","char-offset:295078","PLACE","http://sws.geonames.org/2650225","Edinburgh","55.95206","-3.19648","","UNVERIFIED","",""
"ed93c458-511d-46ae-a42e-09aa388a7ae8","Limerick Harbour","char-offset:295315","PLACE","","","","","","UNVERIFIED","",""
"65e18834-5b20-44e6-b91f-90869359df5d","Dublin","char-offset:295417","PLACE","http://sws.geonames.org/2964574","Dublin","53.33306","-6.24889","","UNVERIFIED","",""
"b74313bf-eb15-4f00-812d-fd766597eb36","Neville Street","char-offset:297506","PLACE","","","","","","UNVERIFIED","",""
"1eadf4d1-402a-4b30-a81c-a0aad245bde0","Grainger Street","char-offset:297526","PLACE","","","","","","UNVERIFIED","",""
"43f23647-b7ce-4d8f-bae3-6c1cd3f992e3","Grainger Street","char-offset:297708","PLACE","","","","","","UNVERIFIED","",""
"a45dad03-6ced-4a6b-bead-a564a8bd9d93","Grainger Street","char-offset:298386","PLACE","","","","","","UNVERIFIED","",""
"0726ab25-000e-4d6c-ac1c-8dac4f10d57e","Grainger Street","char-offset:298881","PLACE","","","","","","UNVERIFIED","",""
"ccda924a-6aec-47a1-b372-8d3ef6c2dccb","William Street","char-offset:300850","PLACE","","","","","","UNVERIFIED","",""
"ac1eb35c-edcc-4531-8f77-e3b86f3b5c45","Yorkshire","char-offset:301839","PLACE","http://sws.geonames.org/5145250","Yorkshire","42.53006","-78.4728","","UNVERIFIED","",""
"771076b9-ec8c-493b-bc14-caf6d47d37e0","Grainger Street","char-offset:309264","PLACE","","","","","","UNVERIFIED","",""
"6736af59-f043-43fc-a162-983f672c0011","Newcastle","char-offset:309894","PLACE","http://sws.geonames.org/971421","Newcastle","-27.75796","29.9318","","UNVERIFIED","",""
"9a4c071a-01a5-4a29-8ebe-b8a3ef89c4a7","Grainger Street","char-offset:310420","PLACE","","","","","","UNVERIFIED","",""
"960bb368-10c2-4920-8d83-26e3435f0923","Hebburn","char-offset:310464","PLACE","http://sws.geonames.org/2647209","Hebburn","54.97302","-1.51546","","UNVERIFIED","",""
"23ef5970-f081-49e5-b9b0-161089536d78","Hebburn","char-offset:311802","PLACE","http://sws.geonames.org/2647209","Hebburn","54.97302","-1.51546","","UNVERIFIED","",""
"56a7a2ad-0848-4c90-971a-ae4f7577d565","Newcastle","char-offset:311876","PLACE","http://sws.geonames.org/971421","Newcastle","-27.75796","29.9318","","UNVERIFIED","",""
"bca902a8-0002-4b73-80e6-f0f0344320bd","London","char-offset:314202","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"4200488d-ba42-4419-a0dd-e69155e67e05","London","char-offset:314420","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"aabfbaa0-1b88-4213-8c80-61593d013ba8","Italy","char-offset:314505","PLACE","http://sws.geonames.org/3175395","Italy","42.78740074008558","12.081074295699182","","UNVERIFIED","",""
"af61062d-4b67-47cb-a008-d1bf0887d1a6","London","char-offset:314527","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"6f97a217-dbcd-413a-9717-4fc63e178779","Italy","char-offset:314932","PLACE","http://sws.geonames.org/3175395","Italy","42.78740074008558","12.081074295699182","","UNVERIFIED","",""
"815bdf0b-1c0c-4eae-8b8a-54b18fdf364f","Italy","char-offset:315387","PLACE","http://sws.geonames.org/3175395","Italy","42.78740074008558","12.081074295699182","","UNVERIFIED","",""
"8bf1fd78-74d1-43b0-a626-43314c1495b3","East London","char-offset:315526","PLACE","http://sws.geonames.org/1006984","East London","-33.01529","27.91162","","UNVERIFIED","",""
"d231d17b-4cca-4734-bb9b-5a6fd9cf825e","London","char-offset:315727","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"7b2196ab-de03-4346-be65-f72b293452fa","Hotel Washington","char-offset:316441","PLACE","","","","","","UNVERIFIED","",""
"de35e138-67c5-4f38-a5ed-cf3fdb777daa","Bay of Naples","char-offset:316475","PLACE","http://pleiades.stoa.org/places/432744","Campi Phlegraei","40.827","14.139","region,plain","UNVERIFIED","",""
"daa016c6-cf76-4247-8384-43487408f9ef","London","char-offset:317264","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"26dbab90-96fe-4151-bffc-0ac27f815c6c","England","char-offset:317803","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"f2c751cc-7c3e-4a7f-93c2-ece5ca3a96c1","Naples","char-offset:317815","PLACE","http://dare.ht.lu.se/places/23178","Crypta Neapolitana, Napoli|Parthenope/Neapolis|Neapolis/Parthenope, Napoli|Naples","40.829595","14.21755","city-wall,theatre,settlement,urban","UNVERIFIED","",""
"05928064-7e5f-4c43-8b4a-f8cdfa8f5e46","England","char-offset:321045","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
